uid,label,mean_step_speed,stddev_step_speed,track_length,e2e_distance,duration,mean_squared_residual_sum,mean_squared_angle_sum
lab_2_3,1,8.696963940553196,2.439224173454702,791.4237185903409,585.702996406882,91.0,1469387.086298263,216.7176002866024
lab_2_4,0,0.0727721087289137,0.0008418075742379896,22.04994894486085,21.540659228538015,303.0,112.02518130228025,2.210271413833253
lab_2_5,1,14.69731889148386,3.3635014087043094,543.8007989849028,439.7101317913882,37.0,79862.45715676066,304.7361685125587
lab_2_6,1,9.911454996930708,3.4187335877218166,1030.7913196807935,542.2739160239961,104.0,984504.4794684924,670.431071489728
lab_2_7,1,8.528467844070706,3.9655344539392483,375.25258513911103,77.0,44.0,79791.17432984678,2421.2805999217107
lab_2_8,1,16.0,0.0,16.0,16.0,1.0,128.0,nan
lab_2_9,1,11.23574927563762,4.029657086503839,1134.8106768393995,1002.0144709533889,101.0,163970.34626943228,266.38345764041776
lab_2_10,1,7.203504630840061,4.664795252500532,151.27359724764128,84.8528137423857,21.0,25264.985030977397,2274.623293332671
lab_2_11,1,19.002322870005955,2.5648376577700662,171.02090583005358,170.3202865192517,9.0,72.40977397678608,60.94334966033928
lab_2_12,1,10.520108416386648,1.4412907088685463,42.08043366554659,40.311288741492746,4.0,30.422764227642478,1019.7063847882249
lab_2_13,1,7.549634571381651,2.798328689599803,1102.246647421721,505.72917653621687,146.0,195557.766201335,1843.4854071035463
lab_2_14,1,10.466302716166888,4.782590747027977,104.66302716166888,103.23759005323593,10.0,35.43637829286925,201.80534771822215
lab_2_15,1,11.716219677069347,3.474658555693355,1405.9463612483216,586.436697351044,120.0,1012550.9179986703,401.9217202125349
lab_2_16,1,10.36740019551718,2.5504689737360784,1140.4140215068896,747.5433097821156,110.0,542890.7235327376,358.6905438658266
lab_2_17,1,10.690850662840187,2.7152124726282807,224.50786391964394,213.74049686477292,21.0,12774.513098603287,387.96987235876486
lab_2_18,1,12.157899982548983,1.8019606632018357,559.2633991972532,549.8881704492287,46.0,3850.782188086302,123.02490499228206
lab_2_19,1,10.753185950308056,1.9734824406967584,419.3742520620142,402.7964746618322,39.0,4485.733650937576,182.6317098701298
lab_2_20,1,13.92191464191693,3.3808715892768104,361.96978068984015,305.8512710452582,26.0,11145.835304935184,1156.80546287523
lab_3_0,1,4.975789698580143,3.4432540437426793,363.2326479963504,232.76812496559748,73.0,71293.44670845436,1403.1663107263184
lab_3_1,0,0.1680123997266275,0.7710666508327243,50.23570751826162,19.4164878389476,299.0,594.897660564443,389.0386444784567
lab_3_2,0,0.04838913049210189,0.023423334206201123,14.468350017138466,8.06225774829855,299.0,706.1552668206883,83.34320050764484
lab_3_3,0,0.05769329799128839,0.04584770217777604,17.25029609939523,5.0,299.0,640.2392864205776,131.88624112407922
lab_3_4,0,0.08776825853865788,0.022095498499940684,26.242709303058707,9.848857801796104,299.0,4412.474151030207,189.99636037851587
lab_3_5,0,0.115018798935133,0.08643334260724865,34.39062088160477,6.0,299.0,3731.0013734589775,347.8482702055392
lab_3_6,0,0.1282289383020005,0.05095832368886586,38.340452552298146,8.06225774829855,299.0,46.388537207330785,115.08970193924719
lab_3_7,0,0.061555212854709405,0.03131220366200077,18.405008643558112,8.06225774829855,299.0,145.43396350587662,148.93705071556846
lab_3_8,0,0.11567428027281162,0.05151487118882423,34.586609801570674,18.35755975068582,299.0,523.2838898067598,352.55613848923855
lab_3_9,0,0.07835651286223519,0.06489654258815691,23.42859734580832,19.313207915827967,299.0,1878.3828472450832,80.10905383791179
lab_3_10,0,0.0895632416510553,0.05078300935617203,26.779409253665534,12.806248474865697,299.0,315.722460968269,411.8562159177802
lab_3_11,0,0.0994428313359263,0.0026093897032862814,29.73340656944196,26.419689627245813,299.0,0.9513759090830448,185.8156892493386
lab_3_12,1,10.660132677639293,1.7401833126982893,31.98039803291788,31.144823004794873,3.0,12.95573622402868,477.0224720027532
lab_3_13,1,7.784264001902853,2.7256271704855126,490.40863211987977,444.28819475651164,63.0,12741.093048939918,1047.6268642233324
lab_3_14,1,8.43898841478399,3.3503210302491664,286.92560610265565,242.53865671269807,34.0,762.333440464969,1572.9927919771944
lab_4_0,1,9.948813522422304,2.2315150723867685,447.6966085090037,446.65382210499445,45.0,92.00193906800045,20.09690791410915
lab_4_1,0,2.036008536141548,0.22029643080499095,610.8025608424643,607.6205941712311,300.0,24853.661925350112,37.826048082979995
lab_4_2,0,1.8885066021046002,0.08327951213036437,566.55198063138,565.4197800970531,300.0,11350.22793448474,0.4624725812890184
lab_4_3,0,1.9246629335085599,0.11445269348028264,577.398880052568,576.4008321333341,300.0,12242.35166406554,0.3693154136393528
lab_4_4,0,1.4417366154926852,0.11724769702126003,317.18205540839074,315.71693926363844,220.0,944.0283674871275,4.9446208133673615
lab_4_5,0,1.7469425699873022,0.10552300143962459,524.0827709961907,522.8044283821628,300.0,7138.056734752798,2.152413973435668
lab_4_6,0,1.7453765668005101,0.15260563674991057,459.0340370685342,458.02203947845123,263.0,4648.892800927799,2.0467381092405366
lab_4_7,0,1.7550488967318767,0.7980954908433349,289.58306796075965,289.2809503579521,165.0,223.1817297894388,0.7683305757641796
lab_4_8,0,1.851739817486801,0.06534828485846363,66.66263342952483,66.53355367782478,36.0,10.460826474728641,3.5485486352488373
lab_4_9,0,2.3090736284999136,0.1022560910960443,692.722088549974,691.0531950356643,300.0,17742.42968553708,0.254883896094818
lab_4_10,0,2.7516472731794948,0.014540197288496589,41.27470909769242,41.23732062101029,15.0,1.9424414905844802,1.92626256488976
lab_4_11,0,2.2103572314889908,0.24010150506345102,75.15214587062569,75.07650439385148,34.0,9.28551962881098,2.0952971901160997
lab_4_12,1,4.3814087895757385,7.603189794550827,525.7690547490886,398.4241681549954,170.0,128786.5349695076,425.1996287948021
lab_4_13,0,2.2089467846980373,0.08801519073872449,618.5050997154505,617.1710668996077,280.0,14475.407002453157,0.43665978548368456
lab_4_14,0,1.6795574321179398,0.10177250875431253,178.03308780450163,177.13123465385772,106.0,193.45871441198744,7.136806053198395
lab_4_15,0,2.223714282091651,0.5340506611687529,182.3445711315154,181.3731316650843,82.0,317.4141950738707,5.495946076942467
lab_4_16,0,2.6833766458106654,0.1614119970530834,287.1213011017412,286.54167582744395,107.0,121.0553032914768,3.257113255666116
lab_4_17,0,2.064176439751495,0.10110133985637274,328.2040539204877,327.6298191572312,159.0,1157.8319170030554,1.35676694528357
lab_4_18,0,2.7097274176680752,4.569754728171043,292.65056110815215,291.3470727311328,129.0,1161.363998565264,5.912305305446727
lab_4_19,0,2.573194706936971,0.2091787517687959,226.44113421045347,226.37928727248874,88.0,38.647056807248134,0.3123915150101563
lab_4_20,0,1.772961356174412,0.2589097902980689,56.73476339758118,56.593396257867404,32.0,4.625935054533322,8.559032782738395
lab_4_21,0,2.713152747227262,0.10156664371928166,84.10773516404512,84.08465764930017,31.0,4.352142121248835,0.2446474894723015
lab_4_22,0,1.5417292068705992,0.41706259305805327,40.08495937863558,39.99062390110963,26.0,1.9592202710687614,14.380329917858106
lab_4_23,0,1.9926114130412056,0.21247907336471347,39.85222826082411,39.85156905317529,20.0,0.05424598696148775,0.022403921139321187
lab_5_0,0,5.154319338772918,39.79983635917988,1541.1414822931026,562.9211929009247,299.0,3612.32616215609,114.50397494116245
lab_5_1,0,2.2887274534966746,0.10708274080386208,98.415280500357,98.30737110206941,43.0,15.733436616755121,1.6493606248952413
lab_5_2,0,1.83465399887059,0.1365891922451599,548.5615456623065,547.8226898303866,299.0,6073.697647803753,0.40868797382654737
lab_5_3,0,0.1325357458542725,0.026292469035726445,7.4220017678392605,7.384793632864779,56.0,0.9456473428584943,6.2066786417633
lab_5_4,0,2.3322938706350125,0.12260356573807803,69.96881611905037,69.83408057674994,30.0,24.415982321488396,1.8318937433521942
lab_5_5,0,1.9221327813161186,0.1384964337679164,130.70502912949607,130.47047850375958,68.0,23.811856290690084,2.514543499310331
lab_5_6,1,2.535990183037696,0.4819834933197717,136.94346988403558,132.99405094965712,54.0,199.84096573629384,107.91605615106965
lab_5_7,0,1.6234661876217027,0.0006090832715265437,9.740797125730216,9.740796938649403,6.0,3.8580204910322727e-07,0.0003591861268205409
lab_5_8,0,0.1415353571111954,0.09587661147123337,42.31907177624742,39.119336727505974,299.0,291.13847442697704,55.688908288221214
lab_5_9,1,2.4263030104095327,0.5201325292837493,99.47842342679084,98.17047915743314,41.0,395.3364830263779,4.78081662525117
lab_5_10,0,2.1357220937639836,0.20333172402284114,239.20087450156618,238.93222159641843,112.0,60.36511890073344,1.8165932033882761
lab_5_11,0,2.335711264338242,0.27064795656912755,366.706668501104,365.65575870482337,157.0,1300.021897276305,10.507314854833872
lab_5_12,0,2.358828174144672,0.2760604813928626,323.1594598578201,322.5209212392275,137.0,880.7088632418781,3.2556006566324567
lab_5_13,0,0.17569567785044937,0.11572092780693073,52.53300767728436,37.965326457176666,299.0,626.7563050258559,254.81617671962564
lab_5_14,0,2.5305377456142306,0.0003435427913795538,25.305377456142306,25.305377215129596,10.0,7.891646284089234e-07,0.00023161287686408868
lab_5_15,0,2.4823890343633854,0.22790986409694186,742.2343212746522,740.2336879830585,299.0,23985.24470336861,1.6093715991285757
lab_5_16,0,2.5557845961780146,0.1942536650077342,618.4998722750795,616.924131434328,242.0,9278.298693590561,0.6443596074730542
lab_5_17,0,2.3056217512572084,0.04458225255686794,223.64530987194922,223.54448098756544,97.0,131.61294152686105,0.23181396503648966
lab_5_18,0,2.3230163946453817,0.19806375714784516,578.4310822667001,575.1452373870446,249.0,13183.632978185302,10.816442980478989
lab_5_19,0,1.9925158511983594,1.2015237569753292,595.7622395083094,547.0696812381399,299.0,39956.47540217404,767.671346661635
lab_5_20,0,1.8202990203143512,0.17169865018511138,544.269407073991,540.4398671452726,299.0,43317.87394968939,0.8598542777594628
lab_5_21,0,1.6249077258602147,0.09544243663576281,479.34777912876336,478.67896014447933,295.0,2308.4336415439616,0.4997680120035298
lab_5_22,0,2.4265815024056496,0.1933189298129439,681.8694021759875,679.8602294773536,281.0,11945.281121186039,2.224154192469844
lab_5_23,0,1.6797148563418405,0.08995459662899596,478.7187340574245,477.31012081978736,285.0,4860.660158012354,1.8810019576311432
lab_5_24,1,5.738974968480667,0.7109196352745999,206.60309886530402,202.7122430959708,36.0,1072.1939530159123,47.78701388275275
lab_5_25,1,3.03575590733331,0.09335400950635356,30.357559073333096,30.35641324333295,10.0,0.014649088290092035,0.13646887273850145
lab_5_26,0,2.5584624565284937,0.09973611115097425,230.26162108756444,229.77096128318738,90.0,686.9655859034376,0.7826756606091939
lab_5_27,0,2.0096926735001666,0.5063684673697809,500.4134757015415,495.8628387941568,249.0,5119.492938839483,41.1936356362971
lab_5_28,0,1.9400223699645152,0.11134080424283026,356.9641160734708,356.26264113010785,184.0,1637.3613916402091,1.2370604188395675
lab_5_29,0,2.3630760348729223,0.10670668212859624,581.3167045787388,579.5151993632263,246.0,6099.322744324018,0.9354701116734947
lab_5_30,0,2.1268318265398825,0.13505426231306875,336.0394285933014,335.2574911631357,158.0,2843.551663727877,1.8180541470740306
lab_5_31,0,2.1564618092033787,0.09605969731004248,81.94554874972839,81.93858608738621,38.0,1.935590770230458,0.06565718183790638
lab_5_32,0,1.8052286128551582,0.0463694203133856,420.6182667952519,420.36263141364026,233.0,712.5235320730593,0.139278391424901
lab_5_33,0,2.324296813027442,0.13702301296698435,123.18773109045443,122.99725110749425,53.0,17.524419895345115,3.9982237700874825
lab_5_34,0,1.7865763414884097,0.09677918565307964,380.5407607370313,379.37907420547066,213.0,1930.8474466576367,8.564589972547262
lab_5_35,0,1.427797608082581,0.22367706576133142,282.703926400351,279.44446662082964,198.0,598.5269127202715,191.82714147545664
lab_5_36,0,2.3220964267286264,0.04634247257883517,443.52041750516764,443.2310666514702,191.0,1152.8524211919519,0.10364111155320792
lab_5_37,0,1.7774714391724473,0.03295824043840943,238.18117284910795,238.09202609285344,134.0,255.74126196229517,0.06918275451295558
lab_5_38,0,1.8860332143939011,0.03961297271432089,354.5742443060534,354.52684932033003,188.0,101.7188558185083,0.21012615440571625
lab_5_39,1,1.9578281908274375,1.0067608031081912,297.5898850057705,251.8279123409477,152.0,90766.49787506116,155.03810664863806
lab_5_40,0,2.3551056756217634,0.054021690772432254,381.52711945072565,381.29903022431097,162.0,883.830221180235,0.1938196842797223
lab_5_41,0,2.062433676634654,0.1144445686650364,332.0518219381793,330.7505441340951,161.0,566.634389357816,12.638747817145257
lab_5_42,1,2.4195845342468076,1.1688514162401316,300.02848224660414,171.95130124543985,124.0,45808.476220651835,417.44075066048157
lab_5_43,0,1.408624355134995,0.2205245267475146,145.0883085789045,144.18331759603808,103.0,286.15516766754496,8.114098115545742
lab_5_44,0,1.4488889096617015,0.11575430462092652,55.05777856714466,55.009607024591645,38.0,8.398640296028907,0.6217795055007103
lab_5_45,0,2.4589262210173914,0.08799943824589314,159.83020436613043,159.69737004722398,65.0,70.0672487335737,0.48136008339394804
lab_5_46,0,2.1447179824254503,0.12236211586666186,111.52533508612342,110.66019564866131,52.0,141.73031439572725,23.256606987326727
lab_5_47,0,2.1773962882565048,0.000362159530291532,47.9027183416431,47.90271783521267,22.0,2.1108884520712876e-06,0.0001999666601075059
lab_6_0,0,0.1057823276969028,0.0874493000742711,31.628915981373936,13.604040024933775,299.0,5906.257940118311,355.1664649969848
lab_6_1,0,0.1251708894724664,0.1094464833131157,37.42609595226746,7.4129778766700865,299.0,827.0052492723349,436.3821055258176
lab_6_2,0,0.08623568958325038,0.07027795619098652,25.784471185391865,8.255245120527919,299.0,473.42876568781503,611.8272740293899
lab_6_3,0,0.0882160040008322,0.2322365052671762,21.083624956198896,5.830951894845301,299.0,665.5513675577221,518.3642029326262
lab_6_4,0,0.11328288778620368,0.06776415457935829,33.8715834480749,12.419219178354144,299.0,2095.925590458336,709.9094102036775
lab_6_5,0,0.03421484425096198,0.015011476705587758,2.121320343559643,2.1213203435596424,62.0,8.142559154818866e-25,0.0
lab_6_6,1,3.416947817496795,1.3680568268421496,990.9148670740706,908.571840247099,290.0,208400.02550322778,119.23124061702761
lab_6_7,0,0.0,0.0,0.0,0.0,44.0,1.454028420503369e-25,0.0
lab_6_8,0,0.04899177221107435,0.028659462382367076,14.64853989111123,7.168945389665068,299.0,1257.211722160061,144.09902534289117
lab_6_9,0,0.08666240493962502,0.05848415854613726,25.91205907694788,21.404584789245504,299.0,622.0354892824596,45.82263803897625
lab_6_10,0,0.1042669677582852,0.08348302915503818,31.175823359727275,5.7076035251233,299.0,1598.3812981352962,407.6531069409462
lab_6_11,0,3.7896433777083836,0.12459510392009687,583.605080167091,581.9237399453642,154.0,5848.440107513718,1.9639449757964795
lab_6_12,0,0.06520070834025583,0.033076854963404484,19.495011793736495,8.009605483418067,299.0,2434.907181572312,254.67271300597383
lab_6_13,0,5.694566472333318,0.3018825421027893,347.36855481233243,345.59741614340817,61.0,254.3420487610438,10.671764050448406
lab_6_14,0,6.237849787699848,1.45190629285632,43.664948513898935,43.09097869624218,7.0,5.735578526807654,168.92847113593774
lab_6_15,1,4.812656725354743,2.1498915858373606,1106.911046831591,959.7218428404138,230.0,471564.6464618972,214.28763893213156
lab_6_16,0,0.06871925555687394,0.022578625965534515,20.547057411505307,8.448083392107353,299.0,1236.5605619935302,428.17768142231466
lab_6_17,0,0.0809275454775969,0.214877995130108,19.827248642011238,12.290748553281855,299.0,1303.313128189518,132.34156137756784
lab_6_18,0,0.0,0.0,0.0,0.0,44.0,0.0,0.0
lab_6_19,1,2.6436727417232593,1.1895612228985328,208.85014659613748,70.04864381271061,79.0,32426.66074831825,1342.2603357774274
lab_6_20,0,0.18447483754814872,0.22692035345377276,44.27396101155569,17.79928214844636,286.0,1819.5126902967754,618.0821580683696
lab_6_21,0,0.07284300036376247,0.04049886625042931,21.78005710876498,8.91260971881973,299.0,678.5422770284257,547.1290831625477
lab_6_22,1,4.7127169650729295,5.190091000906411,900.1289403289295,768.4541707219761,220.0,852803.2883455963,139.38321348547754
lab_6_23,0,5.974062906615039,0.00037122278591119354,47.79250325292031,47.79250311502846,8.0,1.000500431506599e-06,6.128136286287599e-05
lab_6_24,0,5.352488596663508,0.6673849423659602,165.92714649656875,165.70200849718154,31.0,44.509683696649084,1.640911820186911
lab_6_25,0,4.441604247890853,0.0859974836079878,515.2260927553389,514.2924572225419,116.0,1548.735630033626,3.191868577244504
lab_6_26,0,4.828330828577539,0.7488644993449548,168.99157900021387,168.03792958138948,35.0,347.80265021279234,3.897115784033835
lab_6_27,0,4.751118557839823,0.10498138981350523,66.51565980975752,66.12764185270784,14.0,7.380857826923062,23.171177394255537
lab_6_28,0,0.07349130574543208,0.06245940509952685,21.16549605468444,3.0646476143270496,288.0,173.43070667844012,428.48521756351585
lab_6_29,1,4.241777011624382,2.881764953650816,1013.7847057782274,608.7986943809916,251.0,1211824.4144596392,116.6151478317026
lab_6_30,1,6.201460983261825,0.10471168963473369,229.45405638068752,229.26955349544352,37.0,12.666986952995375,2.9260125893769757
lab_6_31,0,4.408831063532575,0.05568267420818527,379.1594714638014,378.8604624396692,86.0,551.209712725821,0.18201161609126107
lab_6_32,0,0.10231435040018906,0.1647244271798634,21.69064228484008,3.7165829736466027,212.0,152.59070179543107,348.2355607332447
lab_6_33,1,7.334662199760493,0.9201213072211062,638.1156113791629,623.9631770801864,87.0,44157.022332794666,16.551493060230765
lab_6_34,0,3.553877142142576,0.44162676221443015,636.1440084435211,633.7655761841281,179.0,9176.016829363907,7.003046982157984
lab_6_35,1,7.026036758227766,1.0278963563515144,266.9893968126551,250.45265696534346,38.0,14839.225206546627,141.10401605741816
lab_6_36,1,7.3190613018891115,1.0137493078613031,351.31494249067737,337.1736271774529,48.0,29168.33060935068,48.357691901111004
lab_6_37,0,4.549383271381762,0.08447172126457256,673.3087241645007,671.4801746068159,148.0,9317.967240618287,0.3350671856002286
lab_6_38,1,2.453844241156487,1.1517759655965012,112.8768350931984,44.00639158122372,46.0,9369.08377626536,723.0481346521113
lab_6_39,0,6.457719191230228,1.5559914919087758,477.8712201510369,465.863177338583,74.0,23366.106868974955,20.75681228943334
lab_6_40,0,6.113580972109335,0.652431956193661,458.51857290820016,431.0420513128621,75.0,33313.40104486959,56.84459003904352
lab_6_41,0,4.429797287279035,0.38543861631735027,66.44695930918553,66.40877201093241,15.0,0.5458343210781337,2.71944221221684
lab_7_0,0,4.7212754620647726,0.00010632540408188617,23.606377310323865,23.606377146864375,5.0,2.096974791566571e-06,0.00014206641010450853
lab_7_1,0,2.847127433613,0.5811520542006074,623.5209079612471,622.6793348819278,219.0,1425.7916939095398,6.249372972197529
lab_7_2,0,5.136706680405737,0.325765685053542,986.2476826379016,984.2756049887654,192.0,6716.077312495785,107.3820223521705
lab_7_3,0,4.141103713005466,0.180673008634435,397.54595644852475,397.38831149519234,96.0,122.34841710593177,0.6531179258125184
lab_7_4,0,4.588801174449522,0.25382191622173866,169.7856434546323,169.75287714792933,37.0,7.836923847958449,0.38458999009569655
lab_7_5,0,4.71650808798756,0.10838826480727151,471.650808798756,471.44767059133943,100.0,358.0632029118551,0.21009048214817788
lab_7_6,0,4.813652066503484,0.5314543478260347,163.66417026111844,159.89151900585594,34.0,27.721661032538908,1497.973436252157
lab_7_7,0,5.182267205286072,0.9828230324002742,362.75870437002504,362.65388999016676,70.0,202.12209874973476,1.2280062290020821
lab_7_8,0,5.2036849888619185,0.20194490692019415,1071.9591077055552,1070.843827495401,206.0,17075.449075360648,1.7022454085560377
lab_7_9,0,4.7851616866662035,0.16835428924868065,698.6336062532657,698.0683917396633,146.0,1986.374729475141,1.8898504481733625
lab_7_10,0,10.293731046608578,49.447503588066944,854.379676868512,853.1644518356352,179.0,900.8878600545843,9.445208902589677
lab_7_11,0,4.449414241174038,0.05016383595438284,124.58359875287306,124.55881470213178,28.0,5.054656917063546,0.32244434215977547
lab_7_12,0,4.842794471446782,0.22213889605977952,266.353695929573,265.9053588572445,55.0,146.73550100647466,9.48011355230062
lab_7_13,0,3.439264516342869,0.4692838971225706,196.03807743154354,195.4634422340915,57.0,349.07459918955465,5.864263100718089
lab_7_14,0,4.846134837185237,0.19654729664793724,96.92269674370473,96.82915786063617,20.0,4.4331332614185275,7.255326620083311
lab_7_15,1,5.654230663944526,1.19660723365552,248.78614921355916,245.42041060188944,44.0,2015.972577158308,9.061728504714312
lab_8_0,0,4.526900274064925,0.010222001568217606,280.66781699202534,280.66314460577115,62.0,6.17910153242461,0.009583701782797778
lab_8_1,0,4.12514621669318,0.08986973870113324,511.51813086995435,511.33302594786505,124.0,1267.7929224984268,0.6137374904310055
lab_8_2,0,0.15979000208191313,0.055114264353677354,54.64818071201429,51.89076975725068,342.0,5242.119915706476,10.120163394015707
lab_8_3,1,11.703033245751163,2.2466757712800325,339.38796412678374,331.8994426177905,29.0,6133.658103707783,415.24568309218023
lab_8_4,0,4.1374313937655,0.2454188718659996,211.0090010820405,210.92369155929353,51.0,15.32913050806528,0.8727317556212512
lab_8_5,0,3.5215661197982486,0.07671655455486628,1155.0736872938255,1154.023557555044,328.0,27421.365902131394,0.33421514571408356
lab_8_6,0,7.8564712531555765,0.0627213327463854,227.83766634151172,227.8369893169238,29.0,0.04764774448391504,0.010555455111438603
lab_8_7,0,3.125066726752894,0.5516682335787414,909.3944174850922,907.5354752388471,291.0,8335.90453561699,13.50564450095387
lab_8_8,0,4.963408821673606,0.08182235696492164,1191.2181172016653,1190.597016927642,240.0,21170.33774443399,0.18329704193167015
lab_8_9,0,4.862645590716406,0.10086239797225639,734.2594841981773,734.1197289652417,151.0,1104.166922431825,0.05608955330250327
lab_8_10,0,5.095055951152035,0.04658112850591954,575.74132248018,575.5919914322992,113.0,1088.900717078723,0.06596012117867167
lab_9_0,1,4.32948345721492,1.8261314850248058,878.8851418146287,514.8104387917945,203.0,307897.42775214685,232.8877342480272
lab_9_1,0,0.17678726231334538,0.09638302349006135,53.03617869400361,3.812947547501812,300.0,1408.415307222621,1069.6092575317398
lab_9_2,0,0.26796235850360955,0.12219454880851874,80.38870755108286,22.61675432063591,300.0,541.0396905513492,1474.3643870474175
lab_9_3,0,0.19433274089162675,0.11803418636514301,58.299822267488025,10.099294282275297,300.0,1378.5173103889801,1253.698462597562
lab_9_4,0,0.222303305829108,0.11519997200860436,66.6909917487324,8.441768179712067,300.0,5752.363121347897,1056.6594728760988
lab_9_5,0,0.3591937140893257,0.21363981938155266,107.75811422679772,15.094394356846458,300.0,671.2203940927761,2140.485824879061
lab_9_6,0,0.18299253973622404,0.13571800568661965,54.89776192086721,16.838957806230155,300.0,1792.1878600621546,860.3615305043356
lab_9_7,0,0.39426730654780523,0.32337951451045016,40.60953257442394,7.065321294888162,131.0,734.826002853376,2381.5735872463606
lab_9_8,0,3.0625471517320175,0.7231841017371876,192.9404705591171,191.45029377099428,63.0,38.78848021546458,1007.7330558062265
lab_10_0,0,1.0080826874835829,0.14973793795539417,227.82668737128975,226.59591321336754,226.0,1149.684348123733,12.689994217651298
lab_10_1,0,1.515430248279371,0.1637175696128063,416.743318276827,415.0784410650594,275.0,4806.068693290239,6.7941802951338515
lab_10_2,0,1.6747474279421841,0.11441947012132894,500.749480954713,498.54662949417275,299.0,7243.325562397831,2.1553481180624945
lab_10_3,0,1.0945567348775347,0.11612246571585197,327.2724637283829,324.63605142528456,299.0,1529.160327902046,10.715206842037928
lab_10_4,0,1.118868194655686,0.08957063940140092,334.5415902020501,332.8837491978243,299.0,1519.3816050694613,8.17307064365146
lab_10_5,0,0.6998711316491171,0.25133492901268595,206.46198383648954,199.479009407005,295.0,2986.3926213974173,62.57893094854445
lab_10_6,1,1.9698844252207568,0.7306948421643541,360.4888498153985,75.85040799494752,183.0,129517.51593704437,349.1309166615345
lab_10_7,0,1.8135225067705938,0.11897461537305477,217.62270081247127,217.12590097222392,120.0,61.7300530850338,3.218422055914047
lab_10_8,0,1.674748555967892,0.20320743373599115,127.2808902535598,125.98149956640462,76.0,90.81258977693984,23.550736510484796
lab_11_0,0,4.529234853234207,0.2684291482473497,321.57567457962864,321.03590570838026,71.0,89.11394846120376,7.589762533361197
lab_11_1,0,5.300185444426123,0.23340624866460624,763.2267039973617,760.0633466665789,144.0,14064.466445417314,2.412490743332656
lab_11_2,0,0.21235549370344725,0.12510903797994044,63.49429261733073,8.6523269124554,299.0,2297.4151301125194,1832.4430265317308
lab_11_3,0,0.11621596712374417,0.0618773964885009,34.74857416999951,6.212810153223737,299.0,658.4232562962007,1148.787893373636
lab_11_4,0,4.4498937782074535,0.5784594961141303,342.64182092197393,340.58861379676216,77.0,339.6046193247491,19.185757575505015
lab_11_5,0,3.30025341782174,0.4473710704319486,471.9362387485088,470.6571710385385,143.0,1928.7756299633074,4.2775421404462595
lab_11_6,0,0.2825948355065958,0.4437246556006834,46.06295818757512,3.568331823135276,290.0,1742.4092796977104,1876.4868765011377
lab_11_7,0,0.12786549429646685,0.0864373880753188,38.231782794643586,9.126655521054811,299.0,625.951075767681,1250.5297664040206
lab_11_8,0,0.1703323116958008,0.3392314912507225,32.02247459881055,9.782868546597184,299.0,592.7260531410277,1011.0875379204065
